ID,Question,Answers,Documents
5a7fb76a5542992e7d278d2f,Which collaborator with Nate Dogg was inducted into the Rock and Roll Hall of Fame in 2017?,['Tupac Shakur'],"['Nate Dogg', 'Tupac Shakur']"
5a7507f05542996c70cfae7d,"Which place, Wall Street Tower or The Collegiate Reformed Protestant Dutch Church has had a variety of church buildings?",['The Collegiate Reformed Protestant Dutch Church'],"['Wall Street Tower', 'Collegiate Reformed Protestant Dutch Church']"
5ae72dad5542991e8301cba0,"Who created a series that included the ""Wizboy"" episode?",['Eric Robles'],"['Wizboy', 'Fanboy &amp; Chum Chum']"
5ae65ce35542996d980e7b12,Tom Watkins played college football for a team that plays their home games at what stadium?,['Jack Trice Stadium'],"['Tom Watkins (American football)', 'Iowa State Cyclones football']"
5ade8b4c5542992fa25da7ba,James Tarpey is best known for playing a Young Peter Page in what British-American comic science fiction film that was directed by Edgar Wright?,"[""The World's End""]","['James Tarpey', ""The World's End (film)""]"
5a88ced85542993b751ca858,What actress starred in The Edge of Night and a film directed by Newt Arnold?,['Leah Ayres'],"['Bloodsport (film)', 'Leah Ayres']"
5a77b6e15542995d83181276,"Who was born first, Hansi Kürsch or Max Green?",['Hansi Kürsch'],"['Hansi Kürsch', 'Max Green (musician)']"
5abbdcd55542992ccd8e7fc5,"What do these both have in common, the military or the secret service?",['military'],"['STARBASE', 'Air National Guard']"
5ab5c27d5542997d4ad1f1da,"What country does Babe Ruth and Hatfield, Hertfordshire have in common?",['England'],"['Babe Ruth (band)', 'Hatfield, Hertfordshire']"
5ac298ce5542990b17b1542a,"Call Me is the theme to ""American Gigolo"", written by a rock band of which nationality?",['American'],"['Blondie (band)', 'Call Me (Blondie song)']"
5ac520f155429924173fb5e7,When was Umar Farouk Abdulmutallab attempting to detonate plastic explosives on Northwest Airlines Flight 253?,"['Christmas Day, December 25, 2009']","['Umar Farouk Abdulmutallab', 'Northwest Airlines Flight 253']"
5adf1a9a5542995ec70e8f73,Where did Antony Alda's father move during the early 1960s?,['Italy'],"['Antony Alda', 'Robert Alda']"
5a8a4f4d5542996c9b8d5ea3,"The Little River and Gorham, Maine reside in what county?",['Cumberland County'],"['Little River (Presumpscot River)', 'Gorham, Maine']"
5a7cd0ee55429909bec76822,Which long-running tournament in Madison Square Garden is held annually by which Division I multi-sport conference?,['Big East Conference'],"[""Big East Men's Basketball Tournament"", ""Big East Men's Basketball Tournament"", 'Big East Conference']"
5a891062554299515336128c,Seth Adkins played Pinocchio in the movie with original songs by whom?,['Stephen Schwartz'],"['Seth Adkins', 'Geppetto (film)']"
5ae804c4554299540e5a56f0,Noura was the first Algerian to appear on the front page of of which French-language weekly news magazine?,['Paris Match'],"['Noura', 'Paris Match']"
5ab9bea855429970cfb8eb96,"Which brand of Tennessee whiskey distilled in a dry county was allegedly used by ""Super Joe"" Charboneau as an anesthetic when he fixed a broken nose with a pair of pliers?","[""Jack Daniel's""]","['1980 Cleveland Indians season', '1980 Cleveland Indians season', ""Jack Daniel's"", ""Jack Daniel's""]"
5abce5ec55429965836004de,Are Cyathea and Carpobrotus similar plants?,['no'],"['Cyathea', 'Carpobrotus']"
5a83218c55429940e5e1a96f,Who directed the 2008 film for which Eddie Marson won Best Supporting Actor?,['Mike Leigh'],"['Eddie Marsan', 'Happy-Go-Lucky']"
5ae755dd5542997b22f6a6ec,Notes from the Outernet is a book of photographs taken by the actor who achieved recognition for his role on what 1994 TV series?,['My So-Called Life'],"['Notes from the Outernet', 'Jared Leto', 'Jared Leto']"
5a8e222055429917b4a5bd4b,When was host of 2016 KBS Drama Awards Kim Ji-won born?,"['October 19, 1992']","['2016 KBS Drama Awards', '2016 KBS Drama Awards', 'Kim Ji-won (actress)']"
5a710b015542994082a3e507,"What movie was released 64 years after the original film, which includes Thumper, a fictional rabbit character from Disney?",['Bambi II'],"['Thumper (Disney)', 'Bambi II', 'Bambi II']"
5abfe3425542997d64295921,"What is the population of the geographical region with a relatively high population density at its core and close economic ties throught the area that is in Lebanon Country, Pennsylvania?","['7,096']","['Palmyra, Pennsylvania', 'Palmyra, Pennsylvania', 'Palmyra, Pennsylvania', 'Metropolitan statistical area']"
5a89ebef55429946c8d6ea0f,"Keith Justin Hetrick has worked with an American rapper who is best known for ""Watch Me (Whip/Nae Nae), which reached what number on the Billboard Hot 100?",['three'],"['Keith Hetrick', 'Silentó', 'Silentó']"
5ab284b0554299449642c8d9,"Saint Paul, Minnesota, is which of the largest metropolitan areas in the US? ",['16th-largest'],"['Jim Meehan', 'Saint Paul, Minnesota']"
5a8e270a5542995a26add466,Letter from a Thief is by a band formed in what Chicago suburb?,"['Wildwood, Illinois']","['Letter from a Thief', 'Chevelle (band)']"
5ab2f60c554299545a2cfae9,When was the brother of dancer Gregory Hines and creator of Uptown... It's Hot! born?,"['born December 13, 1943']","[""Uptown... It's Hot!"", ""Uptown... It's Hot!"", 'Maurice Hines', 'Maurice Hines']"
5ac3e56c554299076e296cc5,Which architect designed the building in which Mervyn Herbert was born ?,"['Charles Barry,']","['Mervyn Herbert', 'Highclere Castle']"
5ae3fa885542995dadf2427e,Does the genus Phoenix have more known species than the genus Dichroa?,['yes'],"['Dichroa', 'Phoenix (plant)']"
5a73a2c455429978a71e9054,"For what AMC TV show did Director Rian Johnson direct three episodes, including the 50th episode?",['Breaking Bad'],"['Fifty-One', 'Rian Johnson', 'Rian Johnson']"
5ab326d4554299194fa9357f,What album was the song Gentleman on?,"['Psy 6 (Six Rules), Part 1']","['Gentleman (Psy song)', 'Gangnam Style', 'Gangnam Style']"
5abc3b1e55429959677d6a5c,What do The Man Who Skied Down Everest and Innocence have in common?,['documentary'],"['The Man Who Skied Down Everest', 'Innocence (2005 film)']"
5abbb9ae55429931dba144c1,65 injured passengers between hilo and honolulu were aboard what flight?,['Aloha Airlines Flight 243'],"['Miracle Landing', 'Aloha Airlines Flight 243']"
5abcfae35542993a06baf9cc,Are both Justin Currie and Kyo Japanese singers?,['no'],"['Justin Currie', 'Kyo (musician)']"
5a8881a5554299206df2b2c8,What is the largest subaerial volcano in the Hawaiian - Emperor seamount chain?,['Mauna Loa'],"['Evolution of Hawaiian volcanoes', 'Mauna Loa']"
5a7a272f5542990783324e9b,"The bombing of Romania in World War II comprised two series of events: until August 1944, Allied operations, and, following the overthrow of Ion Victor Antonescu's dictatorship, operations by Nazi Germany, Antonescu was a Romanian soldier and authoritarian politician who, as the Prime Minister and ""Conducător"" during most of World War II, presided over how many successive wartime dictatorships?",['two'],"['Bombing of Romania in World War II', 'Ion Antonescu']"
5a711b385542994082a3e594,"What mall in Sacramento ,California, USA is located near Royal Oaks?",['Arden Fair Mall'],"['Royal Oaks (Sacramento RT)', 'Arden Fair Mall']"
5a7f3f8355429930675136da,"What distinctive surface is the historic Merton Street, that runs parallel to High Street in the southeastern university city of Oxford, England?",['cobbled'],"['Merton Street', 'Oxford']"
5ab7eba155429928e1fe3935,"Which author wrote in more literary forms, Mary Doria Russell or Dorothy Parker?",['Dorothy Parker'],"['Mary Doria Russell', 'Dorothy Parker']"
5abce4085542993a06baf999,Chad's president in 1982 was brought to justice by who? ,['Jacqueline Moudeina'],"['Jacqueline Moudeina', 'Hissène Habré']"
5adeca0d5542992fa25da851,"Taylor McLam composed music for commercials advertising what light beer based in Milwaukee, sold by MillerCoors?",['Miller Lite'],"['Taylor McLam', 'Miller Lite']"
5ab3fbd0554299753aec5a15,In which year did Tom Gray aid in the discovery of a hominid fossil,['1974'],"['Tom Gray (archaeologist)', 'Lucy (Australopithecus)']"
5a77550255429972597f1500,Which voice actor in Kung Fu Magoo also appeared on Grey's Anatomy?,['Maile Flanagan'],"['Kung Fu Magoo', 'Maile Flanagan']"
5ac2ca665542990b17b1549a,"The Gävle goat is a giant version of a Yule Goat which is a Scandinavian and Northern European Yule and Christmas symbol and tradition, what country is the Gävle goat located in? ",['Sweden'],"['Gävle goat', 'Gävle goat', 'Yule Goat']"
5a79106655429974737f795b,"What is the name of the designer of the locomotive used on the public rapid transit system serving London and some parts of the adjacent counties of Buckinghamshire, Essex and hertfordshire in the United Kingdom?",['John Fowler'],"[""Fowler's Ghost"", 'London Underground']"
5ae29c625542992decbdcd52,"Hani Ramadan, is a Swiss Imam originally from where, he is the brother of prominent Islamic scholar Tariq Ramadan, a Swiss academic, philosopher and writer?",['Egypt'],"['Hani Ramadan', 'Tariq Ramadan']"
5ab9fff255429955dce3eda3,Where is the company presently based that bought the company founded by George Coles ?,['Perth'],"['George Coles (entrepreneur)', 'Coles Group', 'Coles Group']"
5a8b381755429949d91db4eb,Who directed the movie that Christa Campbell was in that starred Nicolas Cage and Amber Heard?,['Patrick Lussier'],"['Christa Campbell', 'Drive Angry']"
5abbd4dd5542993f40c73bce,Michael Doret is known for being a designer and illustrator for what movie produced by Walt Disney Animation Studios?,['Wreck-It Ralph'],"['Michael Doret', 'Michael Doret', 'Wreck-It Ralph']"
5a8db641554299441c6ba046,When was the bridge named after Germany's most visited landmark replaced?,['1911'],"['Cathedral Bridge', 'Cathedral Bridge', 'Cologne Cathedral']"
5a7665b75542992db947379d,Who published Paranoid by Kanye West?,['Roc-A-Fella Records'],"['Paranoid (Kanye West song)', '808s &amp; Heartbreak', '808s &amp; Heartbreak']"
5ae7ca535542994a481bbddf,"In what year was the actress who was starred in the 1996 film ""Skyscraper"" born?",['1967'],"['Skyscraper (1996 film)', 'Anna Nicole Smith']"
5a7fb9dc55429969796c1b35,The company that produces Vodka Cruiser is a subsidiary of a brewery company headquartered in what city?,['Tokyo'],"['Vodka Cruiser', 'Asahi Breweries']"
5a82f38d55429966c78a6aaf,"Who sang the popular song, whose title means ""play it again"" in Bajan Creole and was co-produced by Vada Nobles?",['Rihanna'],"['Vada Nobles', 'Pon de Replay']"
5ab994a65542996be2020560,What was the second studio album of the singer featured in the Harajuku Lovers Tour?,"['""The Sweet Escape""']","['Harajuku Lovers Tour', 'Gwen Stefani']"
5ab38d5a5542992ade7c6de3,English actor John Alderton plays Thomas Watkins in which British TV drama series?,"['Upstairs, Downstairs']","['Thomas Watkins', 'Thomas Watkins', 'John Alderton']"
5abea8c75542990832d3a074,David J. Wineland won the 2012 Nobel Prize in Physics along with the French phyisicist who studied what particle?,['photon'],"['David J. Wineland', 'Serge Haroche']"
5aba7a28554299232ef4a2e8,John of Arsuf was the regent of Jerusalem under which memberof the Hohenstaufen dynasty?,['Conrad'],"['John of Arsuf', 'Conrad IV of Germany']"
5adfdbe455429906c02daa72,Which movie starring Russell Crow was about the world heavyweight boxing champion from 1935 to 1937?,['Cinderella Man'],"['Cinderella Man', 'James J. Braddock']"
5ade48d4554299728e26c6b2,New Hampshire Wildcats men's ice hockey play at the center that was built for what sum?,['$30 million'],"[""New Hampshire Wildcats men's ice hockey"", 'Whittemore Center']"
5ab985b9554299753720f825,Mónica Cruz Sánchez is the younger sister of a Spanish model who mader her feature film debut in what movie?,['Jamón Jamón'],"['Mónica Cruz', 'Mónica Cruz', 'Penélope Cruz', 'Penélope Cruz']"
5ac4d53855429919431739e7,When was the alternative to the Easter Bilby first mentioned?,['1682'],"['Easter Bilby', 'Easter Bunny', 'Easter Bunny']"
5a7a97a75542990198eaf15a,"What album was released by the band who made the song ""Mississippi Queen"" in 1985?",['Go for Your Life'],"['Go for Your Life (album)', 'Mountain (band)']"
5adf8ba05542993344016cee,"What is the ammunition belt, often nicknamed ""Dashka"", found with the Type 77 heavy machine gun?",['DShK'],"['Type 77 heavy machine gun', 'Type 77 heavy machine gun', 'DShK']"
5a82f8e955429966c78a6abf,Are Mark Wystrach and Doc Neeson of the same nationality?,['no'],"['Mark Wystrach', 'Doc Neeson']"
5ae1abf7554299234fd042bc,"During which season of the UK version of ""The X Factor"" did the group, who released the song ""Black Magic"", form?",['eighth'],"['Black Magic (song)', 'Little Mix']"
5a7a4b8f5542990783324efb,"The ""Dreadnought"" is a type of acoustic guitar body developed by a manufacturer established in this year?",['1833'],"['Dreadnought (guitar type)', 'C. F. Martin &amp; Company']"
5a88fae455429938390d4015,The head coach of the 2014–15 Missouri Tigers women's basketball team replaced what former head coach in 2010?,['Cindy Stein'],"[""2014–15 Missouri Tigers women's basketball team"", 'Robin Pingeton']"
5a870054554299211dda2b8f,What continent is the Balls Head Reserve and Sydney Harbour Bridge located?,['Australia'],"['Balls Head Reserve', 'Balls Head Reserve', 'Sydney Harbour Bridge']"
5a772d2b55429972597f1465,Paul Di'Anno and Joe Gooch participated in what band position?,['vocalist'],"[""Paul Di'Anno"", 'Joe Gooch']"
5abbf673554299114383a0b4,Are MiMA and Mount Loretto Unique Area both located in the same city?,['yes'],"['MiMA (building)', 'Mount Loretto Unique Area']"
5a84a5af5542997175ce1f0e,Where was the project Joseph McMoneagle was recruited for established?,"['Fort Meade, Maryland']","['Joseph McMoneagle', 'Stargate Project']"
5abd6ae75542992ac4f382a3,Which village near the Holy Trinity Church in England has a population of 776 as of 2011?,['Tebay'],"['Holy Trinity Church, Howgill', 'Tebay']"
5ab83eed5542990e739ec88e,Desperate starred an actor known for roles in Perry Mason and what else?,['Ironside'],"['Desperate (film)', 'Raymond Burr']"
5a89e3f3554299669944a5f8,"Who is an American writer and producer, who wrote several episodes of the animated television sitcom ""The Simpsons"" between 1993 and 1997 who also directed the seventeenth episode of the eighth season of the American comedy television series ""The Office"" ?",['Brent Forrester'],"['Test the Store', 'Brent Forrester']"
5ae767e05542991e8301cc8d,Alf Ellison was the chairman of operations at what farm implement maker in the United Kingdom?,['Blackstone & Co.'],"['Alf Ellison', 'Alf Ellison', 'Blackstone &amp; Co']"
5ae3523f5542992e3233c37a,"The King of England, who William Scott presided over trials resulting from this purge of the administration, reigned for how long?",['50 years'],"['William Scott (justice)', 'William Scott (justice)', 'Edward III of England', 'Edward III of England']"
5add2a1c5542992c1e3a254a, The Armenian Nuclear Power Plant is located only 36 kilometers west of a city situated along what river?,['Hrazdan'],"['Metsamor Nuclear Power Plant', 'Yerevan', 'Yerevan']"
5ab40b5155429976abd1bd42,"SV Werder Bremen won its first ever German double, clinching both Bundesliga and the DFB-Pokal, Werder lost both Aílton and defensive senior talisman Mladen Krstajić to Schalke 04, Krstajić is a former Serbian footballer who played as a centre back, born on which date?",['4 March 1974'],"['2003–04 SV Werder Bremen season', 'Mladen Krstajić']"
5a738bef5542992d56e7e364,"Who was born first, Benjamin Britten or Gaetano Donizetti?",['Domenico Gaetano Maria Donizetti'],"['Benjamin Britten', 'Gaetano Donizetti']"
5a77a8365542995d83181250,"Gândul Mâței and KMFDM, are what type of musical organization?",['band'],"['Gândul Mâței', 'KMFDM']"
5a74b33a55429916b01641e5,"What city was the location of a a 1990 horror comedy film directed by Claudio Fragasso (under the pseudonym Drake Floyd) and starring Michael Stephenson, George Hardy, Margo Prey, Connie McFarland, Deborah Reed and Jason Wright?",['Morgan'],"['Morgan, Utah', 'Morgan, Utah', 'Troll 2']"
5ade627755429939a52fe893,"Which tennis player is still playing, Yan Zi or Richard Krajicek?",['Richard Peter Stanislav Krajicek'],"['Yan Zi (tennis)', 'Richard Krajicek']"
5adfa7d95542995534e8c830, In a Metal Mood: No More Mr. Nice Guy is a 1997 album by an American who had how many top-40 hits?,['38'],"['In a Metal Mood: No More Mr. Nice Guy', 'Pat Boone']"
5a8e2304554299068b959e69,"The Second Best Exotic Marigold Hotel  features which English actor who has been active in television and film since 1964 born on June 7, 1940?",['Ronald Pickup'],"['The Second Best Exotic Marigold Hotel', 'Ronald Pickup']"
5ac2450a55429951e9e68511,How long is the railway on which Newby Bridge Halt is located?,['3.2 mi'],"['Newby Bridge railway station', 'Lakeside and Haverthwaite Railway']"
5a738c1d554299623ed4abef,"Which composer was born first, Antonio Salieri or Hans Werner Henze?",['Antonio Salieri'],"['Antonio Salieri', 'Hans Werner Henze']"
5a8b7c895542997f31a41d47,Who played Jessie in the movie containing the Randy Newman song When She Loved Me?,['Joan Cusack'],"['When She Loved Me', 'Toy Story 2']"
5a8deee3554299068b959e1f,"A Singapore art and science museum is among the attractions run by which Las Vegas company, owners of the Venetian?",['Las Vegas Sands'],"['The Venetian Las Vegas', 'Las Vegas Sands']"
5ab671c6554299710c8d1e9f,What sports drama film starring Ha Ji-won was Choi Yoon-young also in?,['As One'],"['Choi Yoon-young', 'Choi Yoon-young', 'As One (film)', 'As One (film)']"
5ab9dcb655429955dce3ed96,"Which actress who won an Oscar for portraying Fania Borach in the 1964 musical ""Funny Girl"", was also noted for winning ten Grammy Awards?",['Barbra Streisand'],"['Fanny Brice', 'Barbra Streisand']"
5ab439aa5542991779162c1e,Which movie came out first Chimpanzee or The Lizzie McGuire Movie ?,['The Lizzie McGuire Movie'],"['Chimpanzee (film)', 'The Lizzie McGuire Movie']"
5a8dae665542994ba4e3dcee,Mali Finn cast which New Zealand citizen as an actor in one of her films?,['Russell Ira Crowe'],"['Mali Finn', 'Russell Crowe']"
5ae26dab5542996483e649a4,Where is the Andalusian polymath who gave his name to a genus of trees buried?,['Córdoba'],"['Averrhoa', 'Averroes']"
5ae5fb82554299546bf82ff7,When was the American actor who made Starship music and lyrics born ,"['February 5, 1987']","['Starship (musical)', 'Darren Criss']"
5ac09f445542992a796ded3b,"Who has more scope of profession, Louis L'Amour or D. H. Lawrence?",['David Herbert Lawrence'],"[""Louis L'Amour"", 'D. H. Lawrence']"
5ae4ad3b5542995dadf243a5,"Bernardo de Muro debuted in performing in ""Cavalleria rusticana"" by the Italian composer who ushered in which movement?",['Verismo'],"['Bernardo de Muro', 'Pietro Mascagni']"
5a75e6bb55429976ec32bc8d,What nickname is preferred by the athlete selected by the Sand Francisco 49ers in the second round of the 2011 NFL Draft?,['Kap'],"['Kaep (disambiguation)', 'Colin Kaepernick']"
5a81ee00554299676cceb178,"Robert Lepage and Jean Genet, are of which nationality?",['French'],"['Robert Lepage', 'Jean Genet']"
5ac49b575542996feb3fe90c,Where was the steam engine restored to operational condition in 2014 built for? ,['Australia'],"['6029', 'New South Wales AD60 class locomotive']"
5ab62334554299110f2199e0,"How many species does this genus, after which Disk Usage Analyzer was originally named, have?",['nine'],"['Disk Usage Analyzer', 'Adansonia']"
5a722b5d55429971e9dc9327,"What World War II facility, near Childersburg, Alabama was the site of the P-9 Project from 1943 to 1945?",['The Alabama Army Ammunition Plant'],"['P-9 Project', 'P-9 Project', 'Alabama Army Ammunition Plant', 'Alabama Army Ammunition Plant']"
5a762d705542994ccc9186ff,"When was the deputy head of the ""Abwehr"" was born?",['9 August 1887'],"['Oster Conspiracy', 'Hans Oster']"
5a7b5bfa5542995eb53be924,"Who directed more films, Edward H. Griffith or Hans Behrendt?",['Edward H. Griffith'],"['Edward H. Griffith', 'Edward H. Griffith', 'Hans Behrendt']"
5a8712b15542991e771816b1,Burrs Country Park railway station is what stop on the railway line that runs between Heywood and Rawtenstall,['seventh'],"['Burrs Country Park railway station', 'East Lancashire Railway']"
5adf3b255542993a75d26437,"What state is the university, in which Albert Levitt was a professor, located?",['Virginia'],"['Albert Levitt', 'Albert Levitt', 'Washington and Lee University']"
5abae5385542996cc5e49eeb,When was the English poet born who introduced Ernest Hemingway: The Collected Stories?,['25 April 1949'],"['Ernest Hemingway: The Collected Stories', 'Ernest Hemingway: The Collected Stories', 'James Fenton']"
5ab30f54554299233954fef0,"Which has more members,  Ray Toro or Drowners?",['Drowners'],"['Ray Toro', 'Drowners']"
5adebe4c5542995534e8c6f8,"Which opera premiered first, Der Freischütz or Orfeo ed Euridice?",['Orfeo ed Euridice'],"['Der Freischütz', 'Orfeo ed Euridice', 'Orfeo ed Euridice', 'Orfeo ed Euridice']"
5a75794e5542992d0ec05fa4,The Mississippi State Bulldogs football team played their home games in 1995 at a field located in what Mississippi County?,['Oktibbeha'],"['1995 Mississippi State Bulldogs football team', '1995 Mississippi State Bulldogs football team', 'Starkville, Mississippi']"
5ac1714d5542994ab5c67d3a,"Araluen Creek, a partly perennial stream of the Moruya River catchment, is located in the Southern Tablelands and which narrow coastal belt from Sydney in the north to the border with Victoria in the south in the south-eastern part of the State of New South Wales, Australia??",['South Coast'],"['Araluen Creek', 'South Coast (New South Wales)']"
5ab533fc55429942dd416024,Timothy Reid McClelland many important games including one played between the Kansas City Royals and New York Yankees on what date?,"['July 24, 1983']","['Tim McClelland', 'Tim McClelland', 'Pine Tar Incident']"
5ab443195542991779162c40,Who developed the program used to create the 147th episode of South Park?,['Ambrosia Software'],"['Snapz Pro X', 'Make Love, Not Warcraft']"
5abaaf2f55429901930fa896,The hockey club that hosted the 2003 Spengler Cup plays in which league?,['National League'],"['2003 Spengler Cup', '2003 Spengler Cup', 'HC Davos']"
5a811db955429938b61422ce,"Susan Patterson Dalian, is an American actress, who is primarily known among anime fans as the voice of Haku, in the first season of ""Naruto"", and its related video games, she voices which fictional superhero, appearing in American comic books, published by Marvel Comics, commonly associated with the X-Men?",['Storm'],"['Susan Dalian', 'Storm (Marvel Comics)']"
5ab938295542996be2020450,Who was a prolific and influential composer of the Classical era; Pietro Mascagni or Wolfgang Amadeus Mozart?,['Wolfgang Amadeus Mozart'],"['Pietro Mascagni', 'Wolfgang Amadeus Mozart']"
5a8af4455542996c9b8d5f7d,"In the capital of what district is The Presbyterian University College, Ghana?",['Kwahu East district'],"['Presbyterian University College', 'Abetifi']"
5a8228805542995ce29dccc8,"which rock group is originally consists of more frontman, Saint Asonia or The Fatima Mansions?",['Saint Asonia'],"['Saint Asonia', 'The Fatima Mansions', 'The Fatima Mansions']"
5ab428985542991751b4d6b3,In what mountain range is the resort that Nancy Massie Meadows served as social director of located?,['Allegheny Mountains'],"['Nancy Massie Meadows', 'The Greenbrier']"
5ac219575542992f1f2b37fb,Which team won the 1914 championship of the Big Ten Conference? ,['Illinois'],"['1914 Minnesota Golden Gophers football team', '1914 Minnesota Golden Gophers football team', 'Big Ten Conference']"
5a893488554299669944a501,In what region would you probably find both Beaucarnea and Cybistax?,['Central America'],"['Beaucarnea', 'Cybistax']"
5a72263855429971e9dc92f3,"Which movie, The Happiest Millionaire or Inside Out, was produced more recently?",['Inside Out'],"['The Happiest Millionaire', 'Inside Out (2015 film)']"
5ae378a55542992f92d822c9,"IN which musical based on a book by James Graham, did Kristy Cates play Ms. Bassett? ",['Finding Neverland'],"['Kristy Cates', 'Kristy Cates', 'Finding Neverland (musical)']"
5ae381575542990afbd1e17b,how is Catherine Wheel and The Go-Betweens related?,['rock band'],"['Catherine Wheel', 'The Go-Betweens']"
5ae616da5542996de7b71b49,"Kenneth Cortsen is a researcher at the research university, founded in 1928, located in what country?",['Denmark'],"['Kenneth Cortsen', 'Aarhus University', 'Aarhus University']"
5aba6b1055429955dce3ee16,"What is the latest animated sitcom series by David Stern, the screenwriter who has worked on The Wonder Years and The Simpsons?",['Ugly Americans'],"['Ugly Americans (TV series)', 'David M. Stern', 'David M. Stern', 'David M. Stern']"
5ade09275542997dc7907134,Which Indian singer participated in Indian Idol and also sung a duet with Arijit Singh?,['Asees Kaur'],"['Bolna (song)', 'Asees Kaur']"
5a82b0c955429954d2e2ebab,Do both Mehran University of Engineering and Technology and Florida Institute of Technology specialize in STEM education?,['yes'],"['Mehran University of Engineering and Technology', 'Florida Institute of Technology']"
5a7c5ff655429935c91b517e,What Indian shopping center won an award in 2016 and is under the jurisdiction of Pataliputra police station?,['P&M Mall'],"['Indrapuri, Patna', 'Indrapuri, Patna', 'Indrapuri, Patna', 'P&amp;M Mall', 'P&amp;M Mall']"
5ae341d65542991a06ce997d,"Which team does the manager of the 2001-02 Valencia team, now manage ?",['Newcastle United'],"['2001–02 Valencia CF season', 'Rafael Benítez']"
5ac461f45542995c82c4ad41,David Frederick Wallace was the brother of a First Lady who was married to which President?,['Harry S. Truman'],"['David Frederick Wallace', 'Bess Truman']"
5ac272bc55429951e9e685d6,"when was the American rapper, actor, television host,  that featured in  Up in Smoke Tourborn ","['born September 18, 1974']","['Up in Smoke Tour', 'Xzibit']"
5ac25ebe5542992f1f2b3884,The Republican nominee in the 2012 United States Senate election in Michigan represented Michigan's 2nd congressional district between what years?,['1993 to 2011'],"['United States Senate election in Michigan, 2012', 'Pete Hoekstra']"
5a72fe465542991f9a20c5ed,"What player nicknamed ""Roger the Dodger"" helped to keep the 1979 Washington Redskins from getting the final wild-card slot?",['Roger Staubach'],"['1979 Washington Redskins season', 'Roger Staubach']"
5a8a30a555429930ff3c0ceb,How are Fred Guiol and Stuart Paton alike?,['film director and screenwriter.'],"['Stuart Paton', 'Fred Guiol']"
5ae3f5975542996836b02bfa,The king during  the 166th year of the Rattanakosin Kingdom of Thailand served for how many years and days?,"['70 years, 126 days']","['1948 in Thailand', '1948 in Thailand', 'Bhumibol Adulyadej']"
5abb14d0554299232ef4a3c9,Are Balance and Composure and Cloud Control both alternative rock bands?,['yes'],"['Balance and Composure', 'Cloud Control']"
5a87dc635542994846c1cdf2,"When was the Polish politician and former Vice-Minister of Foreign Affairs of Poland, who was a Doctor of Law, and who candidated from a right-wing populist, national-conservative, and Christian democratic political party in Poland, elected to the Sejm?","['September 25, 2005']","['Karol Karski', 'Karol Karski', 'Karol Karski', 'Law and Justice']"
5a8d0cae55429941ae14df76,"Which singer formed a band first, Chris Martin or Jimmy Gestapo?",['Jimmy Gestapo'],"['Chris Martin', 'Jimmy Gestapo']"
5ae64a2155429908198fa575,"What movie starring Ellen Page was directed by Jason Reitman and written by Diablo Cody, premiered at the 2007 Toronto International Film Festival?","['""Juno""']","['Ellen Page', 'Ellen Page', 'Juno (film)', 'Juno (film)']"
5ab9227c554299753720f727,"What industrial metal band had a single from their 1992 album called ""Just One Fix"" which featured samples from the 1986 British biopic ""Sid and Nancy""? ",['Ministry'],"['Just One Fix', 'Just One Fix', 'Sid and Nancy']"
5ab733ef5542993667793f88,What do Constantine Maroulis and Feargal Sharkey have in common? ,['singer'],"['Feargal Sharkey', 'Constantine Maroulis']"
5ab607cc554299488d4d9a8c,"Who was a better selling artist, Onew or Sonya Scarlet?",['Onew'],"['Onew', 'Onew', 'Onew', 'Sonya Scarlet']"
5adc5e6555429947ff173939,"In what year did Kraft, Prince of Hohenlohe-Langenburg's father die?",['1960'],"['Kraft, Prince of Hohenlohe-Langenburg', 'Gottfried, Prince of Hohenlohe-Langenburg']"
5ac55cea5542993e66e82355,"Pherenikos is celebrated in epinikions, what are they?",['victory odes'],"['Pherenikos', 'Epinikion']"
5a8cafe1554299240d9c21db,"During the 2008-2009 season, Josh Chapman served as the backup to a player that played college football at what university?",['University of Alabama'],"['Josh Chapman', 'Terrence Cody']"
5a7f57575542992097ad2f28,Are Macworld and College Humor both magazines?,['no'],"['Macworld', 'College Humor (magazine)']"
5a737f4d55429908901be2d0,"Cinergi Pictures, production company behind Judge Dredd, also produced a major hit film relating to ex-president Richard Nixon called what?",['Nixon'],"['Cinergi Pictures', 'Cinergi Pictures', 'Judge Dredd (film)']"
5a8538425542997b5ce3ffcc,Are both Robin White and Maria Sharapova professional tennis players?,['yes'],"['Robin White (tennis)', 'Maria Sharapova']"
5a769f695542993569682c62,"What artists front his own band, The Fighting Hearts, and also co-founded the hard rock/heavy metal band The Almighty?",['Ricky Warwick'],"['The Almighty (band)', 'Ricky Warwick']"
5ae1cdee554299234fd04305,What is the population of census-designated place (CDP) which was  Joe Bertram hometown,"['20,881 at the 2010 census']","['Joe Bertram', 'Kihei, Hawaii', 'Kihei, Hawaii']"
5ae5d02855429929b08079b2,"The 5th street bridge, also known as the Arthur J. DiTommaso Memorial Bridge, is a cable stayed bridge in Fitchburg, Massachusetts, in which country?",['United States'],"['Arthur J. DiTommaso Memorial Bridge', 'Fitchburg, Massachusetts']"
